"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+5.30247000000E+008, +2.68041591686E-008, +0.00000000000E+000
+5.32246800000E+008, +2.59069832804E-008, +0.00000000000E+000
+5.34246600000E+008, +2.71938109789E-008, +0.00000000000E+000
+5.36246400000E+008, +3.09391758798E-008, +0.00000000000E+000
+5.38246200000E+008, +3.11790490078E-008, +0.00000000000E+000
+5.40246000000E+008, +2.61280626279E-008, +0.00000000000E+000
+5.42245800000E+008, +2.49886338073E-008, +0.00000000000E+000
+5.44245600000E+008, +2.77035139394E-008, +0.00000000000E+000
+5.46245400000E+008, +3.14756735838E-008, +0.00000000000E+000
+5.48245200000E+008, +3.25345576224E-008, +0.00000000000E+000
+5.50245000000E+008, +3.24320477336E-008, +0.00000000000E+000
+5.52244800000E+008, +3.32705265533E-008, +0.00000000000E+000
+5.54244600000E+008, +3.10085896864E-008, +0.00000000000E+000
+5.56244400000E+008, +3.04766426060E-008, +0.00000000000E+000
+5.58244200000E+008, +3.20471977825E-008, +0.00000000000E+000
+5.60244000000E+008, +2.99362272099E-008, +0.00000000000E+000
+5.62243800000E+008, +3.27450275583E-008, +0.00000000000E+000
+5.64243600000E+008, +3.26424223227E-008, +0.00000000000E+000
+5.66243400000E+008, +3.46292863979E-008, +0.00000000000E+000
+5.68243200000E+008, +3.38679933383E-008, +0.00000000000E+000
+5.70243000000E+008, +3.06367640007E-008, +0.00000000000E+000
+5.72242800000E+008, +3.00414340620E-008, +0.00000000000E+000
+5.74242600000E+008, +2.87010911536E-008, +0.00000000000E+000
+5.76242400000E+008, +3.01461560993E-008, +0.00000000000E+000
+5.78242200000E+008, +2.95136986652E-008, +0.00000000000E+000
+5.80242000000E+008, +3.07977922058E-008, +0.00000000000E+000
+5.82241800000E+008, +3.17912551448E-008, +0.00000000000E+000
+5.84241600000E+008, +3.09783231070E-008, +0.00000000000E+000
+5.86241400000E+008, +3.00354709475E-008, +0.00000000000E+000
+5.88241200000E+008, +2.96450476525E-008, +0.00000000000E+000
+5.90241000000E+008, +3.09518617515E-008, +0.00000000000E+000
+5.92240800000E+008, +3.04545154138E-008, +0.00000000000E+000
+5.94240600000E+008, +3.21892336436E-008, +0.00000000000E+000
+5.96240400000E+008, +3.12886123393E-008, +0.00000000000E+000
+5.98240200000E+008, +3.01185358415E-008, +0.00000000000E+000
+6.00240000000E+008, +3.11032562557E-008, +0.00000000000E+000
+6.02239800000E+008, +3.11062776146E-008, +0.00000000000E+000
+6.04239600000E+008, +3.10705764625E-008, +0.00000000000E+000
+6.06239400000E+008, +3.03828058794E-008, +0.00000000000E+000
+6.08239200000E+008, +3.22373290281E-008, +0.00000000000E+000
+6.10239000000E+008, +3.07539228571E-008, +0.00000000000E+000
+6.12238800000E+008, +3.13296193368E-008, +0.00000000000E+000
+6.14238600000E+008, +3.06339053903E-008, +0.00000000000E+000
+6.16238400000E+008, +3.02257525971E-008, +0.00000000000E+000
+6.18238200000E+008, +3.03671198282E-008, +0.00000000000E+000
+6.20238000000E+008, +2.84681902010E-008, +0.00000000000E+000
+6.22237800000E+008, +2.72168360717E-008, +0.00000000000E+000
+6.24237600000E+008, +2.87100161873E-008, +0.00000000000E+000
+6.26237400000E+008, +2.80708448937E-008, +0.00000000000E+000
+6.28237200000E+008, +2.72526842186E-008, +0.00000000000E+000
+6.30237000000E+008, +2.73040305619E-008, +0.00000000000E+000
+6.32236800000E+008, +2.90341253774E-008, +0.00000000000E+000
+6.34236600000E+008, +2.88790865023E-008, +0.00000000000E+000
+6.36236400000E+008, +3.05036046945E-008, +0.00000000000E+000
+6.38236200000E+008, +3.14217438841E-008, +0.00000000000E+000
+6.40236000000E+008, +3.03615496273E-008, +0.00000000000E+000
+6.42235800000E+008, +3.07598605764E-008, +0.00000000000E+000
+6.44235600000E+008, +2.87011251614E-008, +0.00000000000E+000
+6.46235400000E+008, +2.93841847770E-008, +0.00000000000E+000
+6.48235200000E+008, +3.16157742005E-008, +0.00000000000E+000
+6.50235000000E+008, +3.01274082712E-008, +0.00000000000E+000
+6.52234800000E+008, +3.04581676694E-008, +0.00000000000E+000
+6.54234600000E+008, +3.13025594982E-008, +0.00000000000E+000
+6.56234400000E+008, +3.18301370384E-008, +0.00000000000E+000
+6.58234200000E+008, +3.20286798063E-008, +0.00000000000E+000
+6.60234000000E+008, +2.97019210217E-008, +0.00000000000E+000
+6.62233800000E+008, +2.92538998481E-008, +0.00000000000E+000
+6.64233600000E+008, +2.68184253218E-008, +0.00000000000E+000
+6.66233400000E+008, +2.92692519492E-008, +0.00000000000E+000
+6.68233200000E+008, +2.83685406201E-008, +0.00000000000E+000
+6.70233000000E+008, +2.81841910711E-008, +0.00000000000E+000
+6.72232800000E+008, +2.82472038094E-008, +0.00000000000E+000
+6.74232600000E+008, +3.11007300575E-008, +0.00000000000E+000
+6.76232400000E+008, +3.42537801617E-008, +0.00000000000E+000
+6.78232200000E+008, +3.39821696736E-008, +0.00000000000E+000
+6.80232000000E+008, +2.97477316906E-008, +0.00000000000E+000
+6.82231800000E+008, +2.99967179683E-008, +0.00000000000E+000
+6.84231600000E+008, +3.08537292728E-008, +0.00000000000E+000
+6.86231400000E+008, +3.25924023769E-008, +0.00000000000E+000
+6.88231200000E+008, +3.29099529151E-008, +0.00000000000E+000
+6.90231000000E+008, +3.20088602138E-008, +0.00000000000E+000
+6.92230800000E+008, +3.32646971779E-008, +0.00000000000E+000
+6.94230600000E+008, +3.46525202431E-008, +0.00000000000E+000
+6.96230400000E+008, +3.39837333767E-008, +0.00000000000E+000
+6.98230200000E+008, +3.52938132461E-008, +0.00000000000E+000
+7.00230000000E+008, +3.34987319576E-008, +0.00000000000E+000
+7.02229800000E+008, +3.08433671577E-008, +0.00000000000E+000
+7.04229600000E+008, +3.07441261341E-008, +0.00000000000E+000
+7.06229400000E+008, +2.80789243411E-008, +0.00000000000E+000
+7.08229200000E+008, +3.08812911314E-008, +0.00000000000E+000
+7.10229000000E+008, +2.99985532089E-008, +0.00000000000E+000
+7.12228800000E+008, +3.32899463635E-008, +0.00000000000E+000
+7.14228600000E+008, +3.46214984006E-008, +0.00000000000E+000
+7.16228400000E+008, +3.38635001188E-008, +0.00000000000E+000
+7.18228200000E+008, +3.15416978182E-008, +0.00000000000E+000
+7.20228000000E+008, +2.40874987967E-008, +0.00000000000E+000
+7.22227800000E+008, +2.51519761325E-008, +0.00000000000E+000
